VulnerabilityID,PkgID,PkgName,PkgIdentifier,InstalledVersion,Status,Layer,SeveritySource,PrimaryURL,DataSource,Title,Description,Severity,CweIDs,VendorSeverity,CVSS,References,PublishedDate,LastModifiedDate
CVE-2019-9192,libc6@2.36-9+deb12u10,libc6,@{PURL=pkg:deb/debian/libc6@2.36-9%2Bdeb12u10?arch=amd64&distro=debian-12.10; UID=1a7eeabc0a4eae7},2.36-9+deb12u10,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2019-9192,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c,"In the GNU C Library (aka glibc or libc6) through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by '(|)(\\1\\1)*' in grep, a different issue than CVE-2018-20796. NOTE: the software maintainer disputes that this is a vulnerability because the behavior occurs only with a crafted pattern",LOW,System.Object[],@{cbl-mariner=3; debian=1; nvd=3; redhat=1},@{nvd=; redhat=},System.Object[],2019-02-26T18:29:00.34Z,2024-11-21T04:51:10.53Z
CVE-2025-1390,libcap2@1:2.66-4,libcap2,@{PURL=pkg:deb/debian/libcap2@2.66-4?arch=amd64&distro=debian-12.10&epoch=1; UID=59e5af23bbe95278},1:2.66-4,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},,https://avd.aquasec.com/nvd/cve-2025-1390,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},libcap: pam_cap: Fix potential configuration parsing error,"The PAM module pam_cap.so of libcap configuration supports group names starting with ???@???, during actual parsing, configurations not starting with ???@??? are incorrectly recognized as group names. This may result in nonintended users being granted an inherited capability set, potentially leading to security risks. Attackers can exploit this vulnerability to achieve local privilege escalation on systems where /etc/security/capability.conf is used to configure user inherited privileges by constructing specific usernames.",MEDIUM,System.Object[],@{amazon=3; azure=2; cbl-mariner=2; redhat=2; ubuntu=2},@{redhat=},System.Object[],2025-02-18T03:15:10.447Z,2025-02-18T03:15:10.447Z
CVE-2024-2379,libcurl4@7.88.1-10+deb12u12,libcurl4,@{PURL=pkg:deb/debian/libcurl4@7.88.1-10%2Bdeb12u12?arch=amd64&distro=debian-12.10; UID=963e31acaaab5995},7.88.1-10+deb12u12,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2024-2379,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},curl: QUIC certificate check bypass with wolfSSL,"libcurl skips the certificate verification for a QUIC connection under certain conditions, when built to use wolfSSL. If told to use an unknown/bad cipher or curve, the error path accidentally skips the verification and returns OK, thus ignoring any certificate problems.",LOW,,@{azure=2; debian=1; redhat=1},@{redhat=},System.Object[],2024-03-27T08:15:41.23Z,2024-11-21T09:09:37.57Z
CVE-2025-0725,libcurl4@7.88.1-10+deb12u12,libcurl4,@{PURL=pkg:deb/debian/libcurl4@7.88.1-10%2Bdeb12u12?arch=amd64&distro=debian-12.10; UID=963e31acaaab5995},7.88.1-10+deb12u12,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2025-0725,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},libcurl: Buffer Overflow in libcurl via zlib Integer Overflow,"When libcurl is asked to perform automatic gzip decompression of
content-encoded HTTP responses with the `CURLOPT_ACCEPT_ENCODING` option,
**using zlib 1.2.0.3 or older**, an attacker-controlled integer overflow would
make libcurl perform a buffer overflow.",LOW,,@{azure=3; cbl-mariner=3; debian=1; redhat=1},@{redhat=},System.Object[],2025-02-05T10:15:22.98Z,2025-03-07T01:15:12.403Z
CVE-2023-32570,libdav1d6@1.0.0-2+deb12u1,libdav1d6,@{PURL=pkg:deb/debian/libdav1d6@1.0.0-2%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=82973a517c23dc92},1.0.0-2+deb12u1,will_not_fix,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},nvd,https://avd.aquasec.com/nvd/cve-2023-32570,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},VideoLAN dav1d before 1.2.0 has a thread_task.c race condition that ca ...,"VideoLAN dav1d before 1.2.0 has a thread_task.c race condition that can lead to an application crash, related to dav1d_decode_frame_exit.",MEDIUM,System.Object[],@{nvd=2},@{nvd=},System.Object[],2023-05-10T05:15:12.19Z,2025-01-28T16:15:36.333Z
CVE-2023-51792,libde265-0@1.0.11-1+deb12u2,libde265-0,@{PURL=pkg:deb/debian/libde265-0@1.0.11-1%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=43084ec079e1d31c},1.0.11-1+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},,https://avd.aquasec.com/nvd/cve-2023-51792,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},Buffer Overflow vulnerability in libde265 v1.0.12 allows a local attac ...,Buffer Overflow vulnerability in libde265 v1.0.12 allows a local attacker to cause a denial of service via the allocation size exceeding the maximum supported size of 0x10000000000.,MEDIUM,System.Object[],@{ubuntu=2},,System.Object[],2024-04-19T17:15:52.24Z,2024-11-21T08:38:49.18Z
CVE-2024-38949,libde265-0@1.0.11-1+deb12u2,libde265-0,@{PURL=pkg:deb/debian/libde265-0@1.0.11-1%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=43084ec079e1d31c},1.0.11-1+deb12u2,fix_deferred,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},,https://avd.aquasec.com/nvd/cve-2024-38949,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},Heap Buffer Overflow vulnerability in Libde265 v1.0.15 allows attacker ...,Heap Buffer Overflow vulnerability in Libde265 v1.0.15 allows attackers to crash the application via crafted payload to display444as420 function at sdl.cc,MEDIUM,System.Object[],@{ubuntu=2},,System.Object[],2024-06-26T20:15:16.263Z,2024-11-21T09:27:00.007Z
CVE-2024-38950,libde265-0@1.0.11-1+deb12u2,libde265-0,@{PURL=pkg:deb/debian/libde265-0@1.0.11-1%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=43084ec079e1d31c},1.0.11-1+deb12u2,fix_deferred,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},,https://avd.aquasec.com/nvd/cve-2024-38950,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},Heap Buffer Overflow vulnerability in Libde265 v1.0.15 allows attacker ...,Heap Buffer Overflow vulnerability in Libde265 v1.0.15 allows attackers to crash the application via crafted payload to __interceptor_memcpy function.,MEDIUM,System.Object[],@{ubuntu=2},,System.Object[],2024-06-26T20:15:16.367Z,2024-11-21T09:27:00.26Z
CVE-2023-52425,libexpat1@2.5.0-1+deb12u1,libexpat1,@{PURL=pkg:deb/debian/libexpat1@2.5.0-1%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=de8a0c0c9f928741},2.5.0-1+deb12u1,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},nvd,https://avd.aquasec.com/nvd/cve-2023-52425,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},expat: parsing large tokens can trigger a denial of service,libexpat through 2.5.0 allows a denial of service (resource consumption) because many full reparsings are required in the case of a large token for which multiple buffer fills are needed.,HIGH,System.Object[],@{alma=2; amazon=3; azure=3; cbl-mariner=3; nvd=3; oracle-oval=2; photon=3; redhat=2; rocky=2; ubuntu=2},@{nvd=; redhat=},System.Object[],2024-02-04T20:15:46.063Z,2024-11-21T08:39:43.393Z
CVE-2024-8176,libexpat1@2.5.0-1+deb12u1,libexpat1,@{PURL=pkg:deb/debian/libexpat1@2.5.0-1%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=de8a0c0c9f928741},2.5.0-1+deb12u1,will_not_fix,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},,https://avd.aquasec.com/nvd/cve-2024-8176,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},libexpat: expat: Improper Restriction of XML Entity Expansion Depth in libexpat,"A stack overflow vulnerability exists in the libexpat library due to the way it handles recursive entity expansion in XML documents. When parsing an XML document with deeply nested entity references, libexpat can be forced to recurse indefinitely, exhausting the stack space and causing a crash. This issue could lead to denial of service (DoS) or, in some cases, exploitable memory corruption, depending on the environment and library usage.",HIGH,System.Object[],@{redhat=2; ubuntu=2},@{redhat=},System.Object[],2025-03-14T09:15:14.157Z,2025-03-17T17:15:36.167Z
CVE-2024-50602,libexpat1@2.5.0-1+deb12u1,libexpat1,@{PURL=pkg:deb/debian/libexpat1@2.5.0-1%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=de8a0c0c9f928741},2.5.0-1+deb12u1,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},,https://avd.aquasec.com/nvd/cve-2024-50602,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},libexpat: expat: DoS via XML_ResumeParser,An issue was discovered in libexpat before 2.6.4. There is a crash within the XML_ResumeParser function because XML_StopParser can stop/suspend an unstarted parser.,MEDIUM,System.Object[],@{alma=2; amazon=2; azure=2; bitnami=2; cbl-mariner=2; oracle-oval=2; photon=2; redhat=2; rocky=2; ubuntu=2},@{bitnami=; redhat=},System.Object[],2024-10-27T05:15:04.09Z,2024-10-30T18:35:16.237Z
CVE-2023-52426,libexpat1@2.5.0-1+deb12u1,libexpat1,@{PURL=pkg:deb/debian/libexpat1@2.5.0-1%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=de8a0c0c9f928741},2.5.0-1+deb12u1,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2023-52426,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},expat: recursive XML entity expansion vulnerability,libexpat through 2.5.0 allows recursive XML Entity Expansion if XML_DTD is undefined at compile time.,LOW,System.Object[],@{amazon=2; azure=2; cbl-mariner=2; debian=1; nvd=2; photon=2; redhat=2; ubuntu=2},@{nvd=; redhat=},System.Object[],2024-02-04T20:15:46.12Z,2024-11-21T08:39:43.64Z
CVE-2024-28757,libexpat1@2.5.0-1+deb12u1,libexpat1,@{PURL=pkg:deb/debian/libexpat1@2.5.0-1%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=de8a0c0c9f928741},2.5.0-1+deb12u1,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2024-28757,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},expat: XML Entity Expansion,libexpat through 2.6.1 allows an XML Entity Expansion attack when there is isolated use of external parsers (created via XML_ExternalEntityParserCreate).,LOW,System.Object[],@{alma=2; amazon=3; azure=3; cbl-mariner=3; debian=1; nvd=3; oracle-oval=2; photon=3; redhat=2; ubuntu=2},@{nvd=; redhat=},System.Object[],2024-03-10T05:15:06.57Z,2025-02-26T15:14:55.753Z
CVE-2022-27943,libgcc-s1@12.2.0-14,libgcc-s1,@{PURL=pkg:deb/debian/libgcc-s1@12.2.0-14?arch=amd64&distro=debian-12.10; UID=b286857ae84ea462},12.2.0-14,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2022-27943,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},binutils: libiberty/rust-demangle.c in GNU GCC 11.2 allows stack exhaustion in demangle_const,"libiberty/rust-demangle.c in GNU GCC 11.2 allows stack consumption in demangle_const, as demonstrated by nm-new.",LOW,System.Object[],@{amazon=1; debian=1; nvd=2; redhat=1; ubuntu=1},@{nvd=; redhat=},System.Object[],2022-03-26T13:15:07.9Z,2024-11-21T06:56:31.04Z
CVE-2023-4039,libgcc-s1@12.2.0-14,libgcc-s1,@{PURL=pkg:deb/debian/libgcc-s1@12.2.0-14?arch=amd64&distro=debian-12.10; UID=b286857ae84ea462},12.2.0-14,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2023-4039,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},gcc: -fstack-protector fails to guard dynamic stack allocations on ARM64,"**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains 
that target AArch64 allows an attacker to exploit an existing buffer 
overflow in dynamically-sized local variables in your application 
without this being detected. This stack-protector failure only applies 
to C99-style dynamically-sized local variables or those created using 
alloca(). The stack-protector operates as intended for statically-sized 
local variables.

The default behavior when the stack-protector 
detects an overflow is to terminate your application, resulting in 
controlled loss of availability. An attacker who can exploit a buffer 
overflow without triggering the stack-protector might be able to change 
program flow control to cause an uncontrolled loss of availability or to
 go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.",LOW,System.Object[],@{amazon=2; azure=2; cbl-mariner=2; debian=1; nvd=2; oracle-oval=1; ubuntu=1},@{nvd=},System.Object[],2023-09-13T09:15:15.69Z,2025-02-13T17:17:14.717Z
CVE-2024-2236,libgcrypt20@1.10.1-3,libgcrypt20,@{PURL=pkg:deb/debian/libgcrypt20@1.10.1-3?arch=amd64&distro=debian-12.10; UID=14d13b47811260d3},1.10.1-3,fix_deferred,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},,https://avd.aquasec.com/nvd/cve-2024-2236,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},libgcrypt: vulnerable to Marvin Attack,"A timing-based side-channel flaw was found in libgcrypt's RSA implementation. This issue may allow a remote attacker to initiate a Bleichenbacher-style attack, which can lead to the decryption of RSA ciphertexts.",MEDIUM,System.Object[],@{alma=2; amazon=2; oracle-oval=2; redhat=2; ubuntu=1},@{redhat=},System.Object[],2024-03-06T22:15:57.977Z,2024-11-21T09:09:19.41Z
CVE-2018-6829,libgcrypt20@1.10.1-3,libgcrypt20,@{PURL=pkg:deb/debian/libgcrypt20@1.10.1-3?arch=amd64&distro=debian-12.10; UID=14d13b47811260d3},1.10.1-3,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2018-6829,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},libgcrypt: ElGamal implementation doesn't have semantic security due to incorrectly encoded plaintexts possibly allowing to obtain sensitive information,"cipher/elgamal.c in Libgcrypt through 1.8.2, when used to encrypt messages directly, improperly encodes plaintexts, which allows attackers to obtain sensitive information by reading ciphertext data (i.e., it does not have semantic security in face of a ciphertext-only attack). The Decisional Diffie-Hellman (DDH) assumption does not hold for Libgcrypt's ElGamal implementation.",LOW,System.Object[],@{debian=1; nvd=3; redhat=2},@{nvd=; redhat=},System.Object[],2018-02-07T23:29:01.703Z,2024-11-21T04:11:15.41Z
CVE-2011-3389,libgnutls30@3.7.9-2+deb12u4,libgnutls30,@{PURL=pkg:deb/debian/libgnutls30@3.7.9-2%2Bdeb12u4?arch=amd64&distro=debian-12.10; UID=43b99bda745a9f24},3.7.9-2+deb12u4,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2011-3389,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},HTTPS: block-wise chosen-plaintext attack against SSL/TLS (BEAST),"The SSL protocol, as used in certain configurations in Microsoft Windows and Microsoft Internet Explorer, Mozilla Firefox, Google Chrome, Opera, and other products, encrypts data by using CBC mode with chained initialization vectors, which allows man-in-the-middle attackers to obtain plaintext HTTP headers via a blockwise chosen-boundary attack (BCBA) on an HTTPS session, in conjunction with JavaScript code that uses (1) the HTML5 WebSocket API, (2) the Java URLConnection API, or (3) the Silverlight WebClient API, aka a ""BEAST"" attack.",LOW,System.Object[],@{amazon=4; debian=1; nvd=2; oracle-oval=4; redhat=2; ubuntu=1},@{nvd=; redhat=},System.Object[],2011-09-06T19:55:03.197Z,2024-11-21T01:30:25.357Z
CVE-2024-26462,libgssapi-krb5-2@1.20.1-2+deb12u2,libgssapi-krb5-2,@{PURL=pkg:deb/debian/libgssapi-krb5-2@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=a766fc6f5729a82a},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},nvd,https://avd.aquasec.com/nvd/cve-2024-26462,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: Memory leak at /krb5/src/kdc/ndr.c,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/kdc/ndr.c.,MEDIUM,System.Object[],@{alma=2; amazon=2; azure=2; nvd=2; oracle-oval=2; photon=2; redhat=2; ubuntu=2},@{nvd=; redhat=},System.Object[],2024-02-29T01:44:18.857Z,2025-03-25T20:15:21.143Z
CVE-2025-24528,libgssapi-krb5-2@1.20.1-2+deb12u2,libgssapi-krb5-2,@{PURL=pkg:deb/debian/libgssapi-krb5-2@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=a766fc6f5729a82a},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},,https://avd.aquasec.com/nvd/cve-2025-24528,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: overflow when calculating ulog block size,"A flaw was found in krb5. With incremental propagation enabled, an authenticated attacker can cause kadmind to write beyond the end of the mapped region for the iprop log file. This issue can trigger a process crash and lead to a denial of service.",MEDIUM,,@{alma=2; oracle-oval=2; redhat=2; ubuntu=2},@{redhat=},System.Object[],,
CVE-2018-5709,libgssapi-krb5-2@1.20.1-2+deb12u2,libgssapi-krb5-2,@{PURL=pkg:deb/debian/libgssapi-krb5-2@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=a766fc6f5729a82a},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2018-5709,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: integer overflow in dbentry->n_key_data in kadmin/dbutil/dump.c,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",LOW,System.Object[],@{debian=1; nvd=3; redhat=2},@{nvd=; redhat=},System.Object[],2018-01-16T09:29:00.5Z,2024-11-21T04:09:13.037Z
CVE-2024-26458,libgssapi-krb5-2@1.20.1-2+deb12u2,libgssapi-krb5-2,@{PURL=pkg:deb/debian/libgssapi-krb5-2@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=a766fc6f5729a82a},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2024-26458,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: Memory leak at /krb5/src/lib/rpc/pmap_rmt.c,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.,LOW,,@{alma=2; amazon=2; azure=2; cbl-mariner=2; debian=1; oracle-oval=2; photon=2; redhat=1; rocky=1; ubuntu=1},@{redhat=},System.Object[],2024-02-29T01:44:18.78Z,2024-12-06T21:15:06.28Z
CVE-2024-26461,libgssapi-krb5-2@1.20.1-2+deb12u2,libgssapi-krb5-2,@{PURL=pkg:deb/debian/libgssapi-krb5-2@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=a766fc6f5729a82a},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2024-26461,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: Memory leak at /krb5/src/lib/gssapi/krb5/k5sealv3.c,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sealv3.c.,LOW,System.Object[],@{alma=2; amazon=2; azure=3; cbl-mariner=3; debian=1; oracle-oval=2; photon=2; redhat=1; rocky=1; ubuntu=1},@{redhat=},System.Object[],2024-02-29T01:44:18.82Z,2024-11-21T09:02:26.477Z
CVE-2023-49463,libheif1@1.15.1-1+deb12u1,libheif1,@{PURL=pkg:deb/debian/libheif1@1.15.1-1%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=4eb53d0aa669a22c},1.15.1-1+deb12u1,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2023-49463,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},libheif v1.17.5 was discovered to contain a segmentation violation via ...,libheif v1.17.5 was discovered to contain a segmentation violation via the function find_exif_tag at /libheif/exif.cc.,LOW,,@{debian=1; nvd=3; ubuntu=2},@{nvd=},System.Object[],2023-12-07T20:15:38.26Z,2024-11-21T08:33:26.393Z
CVE-2024-25269,libheif1@1.15.1-1+deb12u1,libheif1,@{PURL=pkg:deb/debian/libheif1@1.15.1-1%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=4eb53d0aa669a22c},1.15.1-1+deb12u1,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2024-25269,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},libheif <= 1.17.6 contains a memory leak in the function JpegEncoder:: ...,libheif <= 1.17.6 contains a memory leak in the function JpegEncoder::Encode. This flaw allows an attacker to cause a denial of service attack.,LOW,System.Object[],@{debian=1},,System.Object[],2024-03-05T01:15:06.78Z,2025-03-24T14:40:29.34Z
CVE-2017-9937,libjbig0@2.1-6.1,libjbig0,@{PURL=pkg:deb/debian/libjbig0@2.1-6.1?arch=amd64&distro=debian-12.10; UID=485e07103432caa0},2.1-6.1,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2017-9937,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},libtiff: memory malloc failure in tif_jbig.c could cause DOS.,"In LibTIFF 4.0.8, there is a memory malloc failure in tif_jbig.c. A crafted TIFF document can lead to an abort resulting in a remote denial of service attack.",LOW,System.Object[],@{debian=1; nvd=2; photon=2; redhat=1; ubuntu=1},@{nvd=; redhat=},System.Object[],2017-06-26T12:29:00.25Z,2024-11-21T03:37:12.753Z
CVE-2024-26462,libk5crypto3@1.20.1-2+deb12u2,libk5crypto3,@{PURL=pkg:deb/debian/libk5crypto3@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=a6385e8d146138e3},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},nvd,https://avd.aquasec.com/nvd/cve-2024-26462,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: Memory leak at /krb5/src/kdc/ndr.c,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/kdc/ndr.c.,MEDIUM,System.Object[],@{alma=2; amazon=2; azure=2; nvd=2; oracle-oval=2; photon=2; redhat=2; ubuntu=2},@{nvd=; redhat=},System.Object[],2024-02-29T01:44:18.857Z,2025-03-25T20:15:21.143Z
CVE-2025-24528,libk5crypto3@1.20.1-2+deb12u2,libk5crypto3,@{PURL=pkg:deb/debian/libk5crypto3@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=a6385e8d146138e3},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},,https://avd.aquasec.com/nvd/cve-2025-24528,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: overflow when calculating ulog block size,"A flaw was found in krb5. With incremental propagation enabled, an authenticated attacker can cause kadmind to write beyond the end of the mapped region for the iprop log file. This issue can trigger a process crash and lead to a denial of service.",MEDIUM,,@{alma=2; oracle-oval=2; redhat=2; ubuntu=2},@{redhat=},System.Object[],,
CVE-2018-5709,libk5crypto3@1.20.1-2+deb12u2,libk5crypto3,@{PURL=pkg:deb/debian/libk5crypto3@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=a6385e8d146138e3},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2018-5709,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: integer overflow in dbentry->n_key_data in kadmin/dbutil/dump.c,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",LOW,System.Object[],@{debian=1; nvd=3; redhat=2},@{nvd=; redhat=},System.Object[],2018-01-16T09:29:00.5Z,2024-11-21T04:09:13.037Z
